,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,-,1.,0.0000,0.0079,0.0000,0.0000,0.0000,1.,0.0000
SVWP,0.0211,-,0.0000,0.0056,0.0000,0.0000,0.0000,1.,0.0000
DCC_joint,21.6375,22.7688,-,0.0000,0.0042,0.0832,0.0012,0.0000,0.0000
SW_cross_validated,3.7309,3.8195,-16.4724,-,0.0000,0.0000,0.0000,0.0017,1.
SW_15,18.7824,19.6937,-3.894,13.8203,-,0.0000,1.,0.0000,0.0000
SW_30,22.0276,23.0187,3.0669,17.2123,6.0787,-,0.0000,0.0000,0.0000
SW_60,15.6322,16.2069,-4.2062,11.293,-1.3251,-6.0118,-,0.0000,0.0000
SW_120,0.2074,0.1911,-28.8585,-4.1179,-24.4005,-27.9656,-18.8326,-,0.0000
sFC,5.5246,5.7741,-27.8774,0.7135,-21.8341,-25.9756,-15.0934,6.9724,-
