,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,7.9164e-03,8.4387e-13,3.5505e-01,1.4600e-20,1.1960e-44,1.1344e-19,4.1706e-83,3.9305e-125
SVWP,7.9164e-03,,7.9291e-19,3.1888e-04,5.7809e-26,1.5122e-46,3.0135e-25,6.3043e-51,4.0701e-84
DCC_joint,8.4387e-13,7.9291e-19,,3.1152e-12,2.9310e-06,6.0132e-44,6.7976e-06,2.4537e-194,8.2485e-287
SW_cross_validated,3.5505e-01,3.1888e-04,3.1152e-12,,4.8449e-21,1.0158e-48,1.3784e-19,2.2826e-102,3.0324e-151
SW_15,1.4600e-20,5.7809e-26,2.9310e-06,4.8449e-21,,3.3503e-24,3.9330e-01,1.0332e-199,9.2824e-284
SW_30,1.1960e-44,1.5122e-46,6.0132e-44,1.0158e-48,3.3503e-24,,2.6782e-14,9.3259e-219,5.7588e-293
SW_60,1.1344e-19,3.0135e-25,6.7976e-06,1.3784e-19,3.9330e-01,2.6782e-14,,1.0367e-169,1.5345e-228
SW_120,4.1706e-83,6.3043e-51,2.4537e-194,2.2826e-102,1.0332e-199,9.3259e-219,1.0367e-169,,3.4421e-46
sFC,3.9305e-125,4.0701e-84,8.2485e-287,3.0324e-151,9.2824e-284,5.7588e-293,1.5345e-228,3.4421e-46,
