,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,checkerboard,stepwise,state_transition,change_point
0,0.987,0.193,0.153,0.297,0.185,1.112,1.112,1.095,0.289,1.346,0.471
1,1.224,0.801,0.296,0.167,0.217,1.112,1.112,0.442,0.314,0.656,0.471
2,0.820,0.596,0.472,0.167,0.168,1.112,1.112,1.553,0.319,1.193,0.471
3,0.768,0.202,0.472,0.187,0.163,1.112,1.112,1.270,0.270,0.544,0.471
4,0.531,0.913,0.719,0.280,0.259,1.112,1.112,0.903,0.798,0.799,0.471
5,1.137,0.733,0.363,0.410,0.358,1.112,1.112,0.399,0.654,0.974,0.471
6,1.326,0.491,0.196,0.425,0.272,1.112,1.112,0.237,0.316,0.739,0.471
7,0.458,1.031,0.352,0.262,0.108,1.112,1.112,1.427,0.337,1.114,0.471
8,0.329,0.163,0.296,0.232,0.217,1.112,1.112,1.458,0.333,0.821,0.471
9,0.353,0.307,0.557,0.260,0.208,1.112,1.112,0.772,1.364,0.332,0.471
10,0.483,1.130,0.441,0.311,0.300,1.112,1.112,0.683,0.209,1.299,0.471
11,1.128,1.471,0.349,0.131,0.155,1.112,1.112,0.397,0.855,0.601,0.471
12,0.361,0.368,0.594,0.185,0.176,1.112,1.112,1.177,0.988,0.510,0.471
13,0.697,0.890,0.366,0.368,0.277,1.112,1.112,0.733,0.243,0.626,0.471
14,1.014,0.492,0.754,0.354,0.270,1.112,1.112,1.439,0.518,0.719,0.471
15,0.796,0.778,0.779,0.290,0.280,1.112,1.112,1.138,0.562,0.654,0.471
16,0.083,0.499,0.670,0.224,0.191,1.112,1.112,0.250,0.749,1.183,0.471
17,0.690,0.478,0.438,0.225,0.226,1.112,1.112,1.093,0.141,0.469,0.471
18,1.045,0.786,0.609,0.302,0.238,1.112,1.112,0.521,0.802,0.630,0.471
19,0.299,1.276,0.502,0.235,0.827,1.112,1.112,0.932,0.110,0.248,0.471
20,0.516,0.969,1.269,0.292,0.747,1.112,1.112,0.319,1.396,0.371,0.471
21,1.267,1.654,0.229,0.175,0.224,1.112,1.112,0.775,0.413,0.704,0.471
22,1.403,1.170,0.405,0.421,0.290,1.112,1.112,0.646,0.140,0.266,0.471
23,0.350,0.939,0.442,0.296,0.191,1.112,1.112,1.038,0.762,0.283,0.471
24,0.458,0.431,0.303,0.238,0.240,1.112,1.112,0.372,0.935,0.999,0.471
25,0.895,0.910,0.163,0.444,0.896,1.112,1.112,0.530,0.386,0.706,0.471
26,1.420,0.651,0.169,0.122,0.188,1.112,1.112,1.310,1.031,0.743,0.471
27,1.268,0.259,0.417,0.309,0.174,1.112,1.112,0.543,0.424,0.757,0.471
28,0.842,0.924,0.519,0.122,0.924,1.112,1.112,0.384,0.394,0.751,0.471
29,0.490,1.410,0.323,0.150,0.210,1.112,1.112,0.514,0.311,1.062,0.471
30,0.799,0.321,0.551,0.209,0.330,1.112,1.112,0.261,0.387,1.181,0.471
31,0.886,0.570,0.935,0.377,0.311,1.112,1.112,0.995,0.372,1.096,0.471
32,0.686,1.032,0.419,0.199,0.111,1.112,1.112,0.437,0.169,0.496,0.471
