,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,checkerboard,stepwise,state_transition,change_point
134,0.904,0.917,0.926,0.879,0.805,0.895,0.895,0.821,0.935,0.917,0.954
135,1.014,0.847,0.994,0.930,0.866,0.895,0.895,0.975,0.911,0.886,0.954
136,0.865,0.838,0.944,1.077,0.883,0.895,0.895,0.908,0.853,1.044,0.954
137,0.847,0.881,0.872,0.923,1.000,0.895,0.895,0.688,0.882,0.899,0.954
138,0.870,0.989,0.965,0.904,0.851,0.895,0.895,0.896,0.887,0.875,0.954
139,0.840,1.070,0.909,0.804,0.933,0.895,0.895,0.914,0.878,0.906,0.954
140,0.828,0.912,0.916,0.864,1.022,0.895,0.895,0.945,0.866,1.017,0.954
141,0.845,1.044,0.879,0.921,0.889,0.895,0.895,0.880,0.844,0.908,0.954
142,0.902,0.831,1.139,0.989,1.017,0.895,0.895,0.863,0.835,0.917,0.954
143,0.859,0.853,0.905,0.987,0.978,0.895,0.895,0.840,0.972,0.860,0.954
144,0.868,0.856,1.028,0.826,1.008,0.895,0.895,0.889,0.909,0.889,0.954
145,0.840,0.837,0.796,0.923,0.899,0.895,0.895,0.813,0.972,0.896,0.954
146,0.882,0.844,0.900,0.907,0.958,0.895,0.895,0.884,0.914,0.834,0.954
147,0.874,0.850,0.787,0.854,0.964,0.895,0.895,0.902,0.880,0.910,0.954
148,0.896,0.955,0.900,0.811,0.999,0.895,0.895,0.886,0.893,0.884,0.954
149,0.852,1.040,0.819,0.911,1.202,0.895,0.895,0.842,0.915,0.843,0.954
150,0.928,0.954,0.965,0.816,0.868,0.895,0.895,0.845,0.872,0.855,0.954
151,0.980,0.880,0.944,1.013,0.993,0.895,0.895,0.804,1.068,0.869,0.954
152,0.810,0.828,1.114,0.849,0.865,0.895,0.895,0.908,0.891,0.886,0.954
153,0.856,0.891,0.909,0.965,0.905,0.895,0.895,0.900,0.940,0.910,0.954
154,0.859,0.900,0.773,0.884,1.126,0.895,0.895,0.928,0.860,0.958,0.954
155,0.867,0.871,0.864,0.933,0.927,0.895,0.895,0.916,0.912,0.849,0.954
156,0.888,0.967,0.931,0.861,0.968,0.895,0.895,0.851,0.936,0.792,0.954
157,0.892,0.965,0.909,0.901,0.869,0.895,0.895,0.835,0.893,0.908,0.954
158,0.896,0.870,1.021,0.961,0.914,0.895,0.895,0.907,0.954,0.877,0.954
159,0.866,0.903,0.997,0.871,0.864,0.895,0.895,1.121,0.926,0.869,0.954
160,0.896,0.869,0.881,0.877,0.924,0.895,0.895,0.853,1.035,0.900,0.954
161,0.836,0.872,0.906,0.903,0.919,0.895,0.895,0.920,0.891,0.888,0.954
162,0.869,0.914,0.876,0.843,0.863,0.895,0.895,0.899,0.862,0.915,0.954
163,0.822,1.074,0.967,0.903,0.956,0.895,0.895,0.913,1.086,0.854,0.954
164,0.927,0.920,0.858,0.848,0.931,0.895,0.895,0.912,0.905,0.879,0.954
165,0.930,0.871,0.926,0.880,0.883,0.895,0.895,0.904,0.880,0.846,0.954
166,0.894,0.882,0.913,0.973,1.082,0.895,0.895,0.849,0.891,0.995,0.954
167,0.929,0.925,0.857,0.981,1.192,0.895,0.895,0.832,1.048,0.775,0.954
168,1.018,0.896,0.929,0.801,1.011,0.895,0.895,0.871,0.971,0.987,0.954
169,0.922,0.916,0.889,0.954,1.448,0.895,0.895,0.858,0.950,0.959,0.954
170,0.854,0.927,0.939,1.097,1.131,0.895,0.895,0.827,0.897,0.894,0.954
171,0.916,0.916,0.875,0.799,0.783,0.895,0.895,0.972,0.951,0.949,0.954
172,0.819,0.967,1.073,0.866,0.876,0.895,0.895,0.830,1.010,0.926,0.954
173,0.901,0.889,0.917,0.938,1.198,0.895,0.895,1.086,0.864,0.872,0.954
174,1.013,0.910,0.822,0.966,0.801,0.895,0.895,0.905,0.874,0.850,0.954
175,0.794,0.866,0.948,1.125,1.042,0.895,0.895,0.884,0.823,0.889,0.954
176,0.872,0.919,0.887,0.891,1.060,0.895,0.895,0.917,0.928,0.867,0.954
177,0.925,0.955,0.926,0.882,1.005,0.895,0.895,0.870,0.884,0.832,0.954
178,0.920,0.903,0.913,0.903,0.944,0.895,0.895,1.075,0.882,0.794,0.954
179,0.927,1.029,1.030,0.846,1.114,0.895,0.895,0.864,0.862,0.872,0.954
180,0.909,0.935,0.959,0.869,1.191,0.895,0.895,0.917,0.907,0.898,0.954
181,0.914,0.955,0.827,0.983,0.942,0.895,0.895,0.871,0.915,0.909,0.954
182,0.778,0.859,0.842,0.875,0.917,0.895,0.895,0.915,0.881,0.889,0.954
183,0.852,1.063,0.974,0.856,1.328,0.895,0.895,0.800,0.930,0.874,0.954
184,0.885,0.916,0.884,0.879,0.884,0.895,0.895,0.930,0.958,0.982,0.954
185,0.941,0.909,0.982,0.875,0.782,0.895,0.895,0.864,0.973,0.941,0.954
186,0.911,0.906,0.954,0.926,1.154,0.895,0.895,0.887,0.877,0.859,0.954
187,0.860,0.972,0.878,0.970,0.887,0.895,0.895,0.894,0.865,0.897,0.954
188,0.903,0.864,0.885,0.797,0.830,0.895,0.895,1.101,0.879,0.883,0.954
189,0.868,0.916,0.916,0.871,0.946,0.895,0.895,0.887,0.939,0.853,0.954
190,0.958,0.840,0.876,0.857,0.954,0.895,0.895,0.836,0.884,0.856,0.954
191,0.939,0.891,0.930,1.133,0.826,0.895,0.895,0.887,0.961,0.905,0.954
192,0.907,0.930,0.949,0.916,0.871,0.895,0.895,0.952,0.910,1.002,0.954
193,0.888,0.861,1.022,0.902,1.015,0.895,0.895,0.863,0.847,0.914,0.954
194,0.898,0.865,0.864,0.924,0.875,0.895,0.895,0.840,0.835,0.886,0.954
195,0.902,0.804,0.901,0.912,0.916,0.895,0.895,0.915,0.837,0.986,0.954
196,0.917,0.910,0.889,0.949,0.979,0.895,0.895,1.038,0.939,0.859,0.954
197,0.920,0.904,0.942,0.828,1.125,0.895,0.895,0.984,0.897,0.993,0.954
198,0.879,0.899,0.952,0.747,1.047,0.895,0.895,0.856,0.919,0.920,0.954
199,0.863,0.892,0.881,0.820,0.895,0.895,0.895,0.998,0.966,0.954,0.954
