,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,checkerboard,stepwise,state_transition,change_point
0,0.909,0.904,0.888,0.914,0.917,0.895,0.895,0.997,0.908,0.881,0.954
1,0.891,0.870,0.965,1.034,0.925,0.895,0.895,0.964,0.989,0.823,0.954
2,0.858,0.931,0.901,0.929,0.999,0.895,0.895,0.880,0.889,0.840,0.954
3,0.906,0.964,0.909,0.882,0.870,0.895,0.895,0.898,1.044,0.967,0.954
4,0.913,1.071,0.867,0.947,0.806,0.895,0.895,1.077,0.869,0.938,0.954
5,0.863,0.926,0.834,1.273,0.866,0.895,0.895,0.934,1.122,1.318,0.954
6,0.876,0.906,0.843,1.021,0.907,0.895,0.895,0.944,0.998,0.897,0.954
7,0.911,0.853,0.961,0.853,0.856,0.895,0.895,0.889,0.887,0.879,0.954
8,0.895,0.876,0.886,0.877,1.061,0.895,0.895,0.844,1.026,0.914,0.954
9,0.878,0.886,1.017,0.960,0.865,0.895,0.895,0.842,0.904,1.151,0.954
10,0.869,0.879,1.086,0.959,1.182,0.895,0.895,0.938,0.880,0.848,0.954
11,0.868,0.846,0.959,0.859,0.971,0.895,0.895,0.820,0.890,0.887,0.954
12,0.834,0.888,0.737,0.926,0.855,0.895,0.895,0.831,0.906,0.984,0.954
13,0.856,1.049,0.894,0.845,0.831,0.895,0.895,0.869,0.964,1.004,0.954
14,0.883,0.985,0.996,0.900,0.987,0.895,0.895,0.831,0.936,0.946,0.954
15,0.872,0.975,0.894,0.864,1.138,0.895,0.895,0.919,1.171,0.983,0.954
16,0.803,0.888,0.879,0.876,1.127,0.895,0.895,0.849,0.856,0.926,0.954
17,0.856,0.862,0.888,0.910,0.801,0.895,0.895,0.867,0.980,0.885,0.954
18,0.919,0.860,0.922,0.878,0.856,0.895,0.895,0.885,0.871,0.996,0.954
19,0.941,0.824,0.899,0.883,0.870,0.895,0.895,0.893,0.914,0.900,0.954
20,0.906,0.922,0.990,0.967,0.915,0.895,0.895,1.040,0.932,1.134,0.954
21,0.880,0.942,0.826,0.845,0.956,0.895,0.895,0.932,0.900,0.901,0.954
22,0.898,0.850,0.873,0.883,0.935,0.895,0.895,0.922,0.964,0.815,0.954
23,0.883,0.861,0.981,0.898,0.920,0.895,0.895,0.912,0.914,0.858,0.954
24,0.911,0.906,1.171,0.917,0.871,0.895,0.895,0.866,0.900,0.881,0.954
25,0.958,0.934,0.903,0.851,0.883,0.895,0.895,0.956,0.983,0.900,0.954
26,0.865,0.961,0.847,1.012,0.885,0.895,0.895,0.913,0.836,0.933,0.954
27,0.903,1.046,0.929,0.937,0.944,0.895,0.895,0.781,0.923,0.877,0.954
28,0.961,0.951,1.000,0.870,0.891,0.895,0.895,0.994,0.966,1.298,0.954
29,0.871,0.723,0.858,0.910,1.038,0.895,0.895,0.981,0.907,0.876,0.954
30,1.039,0.874,0.810,0.861,1.045,0.895,0.895,0.982,0.942,0.907,0.954
31,0.834,0.973,0.902,0.956,0.929,0.895,0.895,0.794,0.884,0.900,0.954
32,0.924,0.793,0.807,0.867,0.877,0.895,0.895,0.912,0.822,0.963,0.954
33,0.829,0.897,0.953,1.090,0.880,0.895,0.895,0.973,0.925,0.898,0.954
34,0.873,0.973,1.170,0.958,1.033,0.895,0.895,0.929,0.943,0.832,0.954
35,0.907,0.874,1.022,1.237,0.845,0.895,0.895,0.935,0.899,0.760,0.954
36,0.879,0.951,1.012,0.864,0.841,0.895,0.895,0.893,0.988,0.919,0.954
37,0.877,0.925,1.015,1.112,0.869,0.895,0.895,0.831,0.945,0.860,0.954
38,0.851,0.871,0.868,0.930,1.077,0.895,0.895,0.871,0.865,0.909,0.954
39,0.918,0.866,0.869,0.902,0.879,0.895,0.895,1.087,1.088,0.891,0.954
40,0.973,0.929,0.903,0.875,0.916,0.895,0.895,0.878,0.894,0.888,0.954
41,0.797,0.893,0.899,0.986,0.952,0.895,0.895,0.876,1.025,0.807,0.954
42,1.123,0.844,0.881,0.822,1.119,0.895,0.895,0.843,0.984,0.912,0.954
43,0.929,0.948,0.898,0.891,0.863,0.895,0.895,0.864,0.888,0.892,0.954
44,0.880,0.950,0.919,0.823,1.061,0.895,0.895,0.863,0.865,0.856,0.954
45,0.947,0.831,0.838,0.850,1.100,0.895,0.895,1.132,0.867,0.930,0.954
46,1.016,0.900,0.950,0.950,1.038,0.895,0.895,0.859,0.940,0.879,0.954
47,0.865,0.977,0.951,0.991,1.016,0.895,0.895,0.852,0.900,0.943,0.954
48,0.942,0.848,0.845,0.868,0.917,0.895,0.895,0.906,0.985,0.857,0.954
49,0.885,0.842,0.915,0.967,0.908,0.895,0.895,0.774,0.892,0.818,0.954
50,0.919,0.951,0.908,0.835,0.976,0.895,0.895,0.891,0.939,0.862,0.954
51,0.841,0.869,0.933,1.072,0.914,0.895,0.895,0.805,0.880,0.878,0.954
52,0.868,0.870,0.894,0.900,0.853,0.895,0.895,0.905,0.928,0.843,0.954
53,0.857,0.861,0.923,0.936,0.933,0.895,0.895,0.782,0.891,0.906,0.954
54,0.967,0.888,0.883,0.854,0.896,0.895,0.895,0.895,0.913,0.968,0.954
55,1.032,0.935,0.888,0.898,0.946,0.895,0.895,0.926,1.028,0.906,0.954
56,0.832,0.922,1.039,0.895,0.916,0.895,0.895,0.922,0.950,0.904,0.954
57,0.774,0.931,0.837,0.876,1.002,0.895,0.895,0.857,0.975,1.104,0.954
58,0.899,0.878,0.978,0.906,1.187,0.895,0.895,0.850,0.900,0.895,0.954
59,0.952,0.851,0.897,0.920,0.861,0.895,0.895,0.817,0.919,0.945,0.954
60,0.843,0.863,0.847,0.988,1.120,0.895,0.895,0.853,0.980,0.885,0.954
61,0.753,0.988,0.898,0.929,0.786,0.895,0.895,0.872,0.853,0.852,0.954
62,0.918,0.918,0.837,0.870,0.938,0.895,0.895,0.894,0.870,0.797,0.954
63,0.896,0.950,0.999,0.852,0.962,0.895,0.895,0.721,1.039,0.941,0.954
64,0.948,0.859,0.976,0.807,0.883,0.895,0.895,0.812,0.843,0.851,0.954
65,0.969,0.907,0.868,0.873,0.891,0.895,0.895,1.018,0.932,0.911,0.954
66,0.925,0.897,0.920,0.939,1.010,0.895,0.895,0.977,0.918,0.901,0.954
67,0.857,0.781,0.953,0.865,0.964,0.895,0.895,0.817,0.902,0.944,0.954
68,0.820,0.902,0.960,0.946,1.056,0.895,0.895,1.038,0.901,0.882,0.954
69,0.851,0.864,0.934,1.129,0.914,0.895,0.895,0.876,1.005,0.884,0.954
70,0.884,0.865,0.917,0.865,0.967,0.895,0.895,0.878,0.952,0.980,0.954
71,0.837,0.850,0.975,0.908,0.991,0.895,0.895,1.364,0.922,0.987,0.954
72,0.862,0.918,0.888,0.889,0.833,0.895,0.895,0.873,0.887,0.953,0.954
73,0.831,0.981,0.933,0.991,1.035,0.895,0.895,0.887,0.929,0.840,0.954
74,0.866,0.887,0.898,0.885,0.874,0.895,0.895,0.886,1.233,0.875,0.954
75,0.975,0.922,0.894,0.985,0.879,0.895,0.895,0.940,0.827,0.767,0.954
76,0.831,0.879,0.889,0.910,0.900,0.895,0.895,0.748,0.905,0.970,0.954
77,0.926,0.856,0.871,0.933,1.059,0.895,0.895,0.840,0.913,0.886,0.954
78,0.899,0.875,0.934,0.888,1.044,0.895,0.895,0.846,0.897,0.932,0.954
79,0.894,1.016,0.933,0.932,0.933,0.895,0.895,0.847,0.976,0.998,0.954
80,0.902,0.824,0.988,0.910,1.429,0.895,0.895,0.870,0.866,0.895,0.954
81,0.820,0.877,0.860,0.921,1.279,0.895,0.895,0.854,0.910,0.881,0.954
82,0.900,0.975,1.026,0.852,0.922,0.895,0.895,0.862,1.000,0.948,0.954
83,0.870,0.923,0.951,0.860,1.013,0.895,0.895,0.894,0.879,0.907,0.954
84,0.896,0.846,0.876,0.957,0.829,0.895,0.895,0.955,0.929,0.884,0.954
85,0.894,0.963,0.869,0.915,0.834,0.895,0.895,0.877,0.925,0.905,0.954
86,0.918,0.966,0.990,0.920,0.948,0.895,0.895,0.816,0.843,0.874,0.954
87,0.859,0.846,1.031,0.892,0.926,0.895,0.895,0.893,1.003,0.878,0.954
88,0.857,0.893,1.027,0.921,0.962,0.895,0.895,0.892,0.854,0.995,0.954
89,0.874,0.944,0.915,1.005,0.822,0.895,0.895,0.846,0.882,0.869,0.954
90,0.835,0.880,0.823,0.936,0.914,0.895,0.895,0.851,0.874,0.877,0.954
91,0.871,0.875,0.879,0.853,0.989,0.895,0.895,0.896,0.884,0.888,0.954
92,0.905,1.061,1.059,1.043,1.002,0.895,0.895,0.866,0.872,0.900,0.954
93,0.782,0.915,0.818,0.876,0.984,0.895,0.895,0.912,0.867,0.927,0.954
94,0.923,0.870,0.908,0.877,0.992,0.895,0.895,0.809,0.893,0.862,0.954
95,0.927,0.909,0.825,0.903,0.921,0.895,0.895,0.943,0.847,0.825,0.954
96,0.991,0.872,0.858,0.941,1.090,0.895,0.895,0.882,0.905,0.859,0.954
97,0.867,0.811,0.903,0.923,0.934,0.895,0.895,0.883,0.944,0.865,0.954
98,0.896,0.894,0.923,1.244,0.910,0.895,0.895,0.831,1.119,0.829,0.954
99,0.855,0.909,0.918,0.893,1.321,0.895,0.895,0.982,0.895,0.962,0.954
100,0.881,0.833,0.880,0.913,0.878,0.895,0.895,1.400,0.932,0.786,0.954
101,0.918,0.881,0.952,0.933,0.858,0.895,0.895,0.841,0.859,0.922,0.954
102,0.971,1.035,0.991,0.850,0.878,0.895,0.895,0.950,0.886,0.904,0.954
103,0.856,0.819,0.912,0.905,0.951,0.895,0.895,0.892,0.886,0.922,0.954
104,0.889,0.845,0.900,0.918,1.133,0.895,0.895,0.935,0.961,0.900,0.954
105,0.881,0.874,0.906,0.844,0.833,0.895,0.895,0.988,0.898,1.013,0.954
106,0.868,1.033,0.848,0.887,0.865,0.895,0.895,0.900,1.135,0.876,0.954
107,0.777,0.887,0.938,0.921,0.796,0.895,0.895,0.874,0.937,0.979,0.954
108,0.824,0.879,0.874,1.086,0.856,0.895,0.895,0.933,0.904,0.932,0.954
109,0.865,0.919,0.875,0.934,0.874,0.895,0.895,0.881,0.919,0.846,0.954
110,0.869,0.947,0.937,0.887,0.941,0.895,0.895,0.880,0.936,0.944,0.954
111,0.830,0.964,1.196,0.947,0.937,0.895,0.895,0.850,0.964,1.024,0.954
112,0.861,1.009,0.944,0.888,1.357,0.895,0.895,0.892,0.957,0.888,0.954
113,0.902,0.905,0.892,0.857,0.968,0.895,0.895,0.878,0.893,0.942,0.954
114,0.934,0.887,1.116,0.987,1.073,0.895,0.895,0.808,0.948,0.883,0.954
115,0.846,0.943,0.886,0.891,1.221,0.895,0.895,0.903,0.965,0.858,0.954
116,0.920,0.842,0.859,1.120,0.848,0.895,0.895,1.118,0.908,0.859,0.954
117,0.904,0.856,0.872,0.898,0.812,0.895,0.895,0.910,0.970,0.921,0.954
118,0.872,0.850,0.905,0.896,0.857,0.895,0.895,0.784,1.113,0.744,0.954
119,1.015,0.929,1.091,0.853,0.896,0.895,0.895,0.874,0.931,0.870,0.954
120,0.862,0.895,0.913,0.812,0.958,0.895,0.895,0.801,1.027,0.863,0.954
121,0.813,0.861,1.300,0.951,0.895,0.895,0.895,0.938,0.901,0.880,0.954
122,0.865,0.868,0.926,0.869,0.877,0.895,0.895,0.932,0.954,0.894,0.954
123,0.947,0.944,0.958,0.877,0.969,0.895,0.895,0.862,0.900,0.899,0.954
124,0.863,0.918,0.896,1.118,0.963,0.895,0.895,0.835,0.846,0.854,0.954
125,0.878,0.910,0.858,1.012,0.981,0.895,0.895,0.857,0.984,0.846,0.954
126,0.913,0.900,0.925,0.896,1.081,0.895,0.895,0.913,0.937,0.992,0.954
127,0.856,0.884,0.892,0.907,0.875,0.895,0.895,0.873,0.882,0.897,0.954
128,0.957,0.827,0.886,0.940,0.899,0.895,0.895,0.872,0.933,0.919,0.954
129,0.866,0.816,0.936,0.937,0.938,0.895,0.895,0.937,0.945,0.860,0.954
130,0.866,0.874,0.945,0.974,0.925,0.895,0.895,0.956,0.945,0.852,0.954
131,0.822,0.890,0.985,1.163,0.892,0.895,0.895,0.972,0.940,0.974,0.954
132,0.872,1.212,0.962,1.134,0.923,0.895,0.895,0.835,0.937,0.929,0.954
133,0.854,0.897,0.971,0.856,0.973,0.895,0.895,0.865,0.940,0.884,0.954
