,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,nan,nan,nan,nan,nan,nan,nan,nan
DCC_joint,nan,nan,-,1.,0.0002,1.,0.0001,0.0098,0.0000,0.0000
DCC_bivariate_loop,nan,nan,-0.1306,-,0.0000,1.,0.0001,0.0025,0.0000,0.0000
SW_cross_validated,nan,nan,6.3367,7.0686,-,0.0269,1.,0.4543,0.0000,0.0000
SW_15,nan,nan,1.8828,2.1354,-3.9392,-,0.0105,1.,0.0000,0.0000
SW_30,nan,nan,6.3731,6.8951,1.1002,4.3634,-,0.1191,0.0000,0.0000
SW_60,nan,nan,4.3942,5.0245,-2.6518,1.9585,-3.2702,-,0.0000,0.0000
SW_120,nan,nan,-19.3003,-22.2609,-32.2377,-20.0421,-24.6639,-33.9554,-,0.9632
sFC,nan,nan,-20.3865,-23.7373,-34.1068,-21.0008,-25.6219,-36.5204,-2.2888,-
