,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.85,2.60,0.28,3.72,0.44,0.12,3.53,0.95
DCC_joint,,1.85,,0.33,1.35,4.34,0.68,1.26,4.23,1.52
DCC_bivariate_loop,,2.60,0.33,,1.66,4.68,0.94,1.59,5.01,2.34
SW_cross_validated,,0.28,1.35,1.66,,2.84,0.54,0.13,1.74,0.61
SW_15,,3.72,4.34,4.68,2.84,,3.27,3.03,1.86,4.05
SW_30,,0.44,0.68,0.94,0.54,3.27,,0.43,2.35,0.15
SW_60,,0.12,1.26,1.59,0.13,3.03,0.43,,2.00,0.47
SW_120,,3.53,4.23,5.01,1.74,1.86,2.35,2.00,,4.46
sFC,,0.95,1.52,2.34,0.61,4.05,0.15,0.47,4.46,
