,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,6.1528e-04,1.6569e-05,5.3552e-01,1.4213e-07,3.3934e-01,7.8937e-01,3.0644e-07,4.7024e-02
DCC_joint,,6.1528e-04,,4.7370e-01,7.2707e-03,1.4016e-08,1.4513e-01,1.1182e-02,2.0958e-08,3.1823e-03
DCC_bivariate_loop,,1.6569e-05,4.7370e-01,,1.6096e-03,4.4440e-09,4.9135e-02,2.3155e-03,1.4983e-09,5.6633e-05
SW_cross_validated,,5.3552e-01,7.2707e-03,1.6096e-03,,5.4561e-06,2.4661e-01,7.7581e-01,1.0498e-03,1.8635e-01
SW_15,,1.4213e-07,1.4016e-08,4.4440e-09,5.4561e-06,,8.6722e-07,2.4328e-06,5.8415e-04,3.9721e-08
SW_30,,3.3934e-01,1.4513e-01,4.9135e-02,2.4661e-01,8.6722e-07,,3.5278e-01,5.4957e-05,7.4843e-01
SW_60,,7.8937e-01,1.1182e-02,2.3155e-03,7.7581e-01,2.4328e-06,3.5278e-01,,2.9784e-04,3.0679e-01
SW_120,,3.0644e-07,2.0958e-08,1.4983e-09,1.0498e-03,5.8415e-04,5.4957e-05,2.9784e-04,,9.4409e-09
sFC,,4.7024e-02,3.1823e-03,5.6633e-05,1.8635e-01,3.9721e-08,7.4843e-01,3.0679e-01,9.4409e-09,
