,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.1366e-03,1.4554e-04,4.7171e-07,6.2235e-19,2.7448e-16,5.8426e-13,8.4974e-10,1.5797e-03
DCC_joint,,1.1366e-03,,2.7083e-01,3.6229e-04,2.4301e-18,2.8024e-15,2.7850e-11,2.0296e-07,7.4771e-01
DCC_bivariate_loop,,1.4554e-04,2.7083e-01,,4.6749e-03,1.2943e-17,2.3990e-14,3.4461e-10,3.1156e-06,1.5275e-01
SW_cross_validated,,4.7171e-07,3.6229e-04,4.6749e-03,,9.1451e-16,8.2094e-12,7.2604e-07,1.2106e-02,1.4180e-04
SW_15,,6.2235e-19,2.4301e-18,1.2943e-17,9.1451e-16,,3.8840e-12,2.5610e-15,8.3678e-16,7.8615e-19
SW_30,,2.7448e-16,2.8024e-15,2.3990e-14,8.2094e-12,3.8840e-12,,4.4492e-09,3.6117e-11,7.3449e-16
SW_60,,5.8426e-13,2.7850e-11,3.4461e-10,7.2604e-07,2.5610e-15,4.4492e-09,,1.0239e-04,7.5891e-12
SW_120,,8.4974e-10,2.0296e-07,3.1156e-06,1.2106e-02,8.3678e-16,3.6117e-11,1.0239e-04,,6.4756e-08
sFC,,1.5797e-03,7.4771e-01,1.5275e-01,1.4180e-04,7.8615e-19,7.3449e-16,7.5891e-12,6.4756e-08,
