,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,0.0217,0.0006,1.,0.0000,1.,1.,0.0000,1.
DCC_joint,nan,4.1499,-,1.,0.2617,0.0000,1.,0.4026,0.0000,0.1146
DCC_bivariate_loop,nan,5.8281,0.7318,-,0.0579,0.0000,1.,0.0834,0.0000,0.0020
SW_cross_validated,nan,-0.6282,-3.0255,-3.708,-,0.0002,1.,1.,0.0378,1.
SW_15,nan,-8.3091,-9.7102,-10.461,-6.3583,-,0.0000,0.0001,0.0210,0.0000
SW_30,nan,0.9856,-1.523,-2.1098,1.1976,7.3079,-,1.,0.002,1.
SW_60,nan,-0.2673,-2.8265,-3.5446,0.2891,6.7676,-0.9539,-,0.0107,1.
SW_120,nan,-7.8789,-9.4564,-11.21,-3.8998,4.1631,-5.2437,-4.4671,-,0.0000
sFC,nan,2.1539,-3.4013,-5.2296,1.3739,9.0626,-0.3257,1.0518,9.964,-
