,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,5.58,5.73,1.41,7.06,2.85,1.63,3.55,28.23
DCC_joint,,5.58,,0.21,3.71,1.75,2.19,3.99,1.68,33.21
DCC_bivariate_loop,,5.73,0.21,,3.86,1.53,2.35,4.15,1.84,32.83
SW_cross_validated,,1.41,3.71,3.86,,5.08,1.37,0.11,1.97,24.84
SW_15,,7.06,1.75,1.53,5.08,,3.57,5.54,3.16,34.23
SW_30,,2.85,2.19,2.35,1.37,3.57,,1.36,0.56,24.18
SW_60,,1.63,3.99,4.15,0.11,5.54,1.36,,2.02,28.64
SW_120,,3.55,1.68,1.84,1.97,3.16,0.56,2.02,,26.00
sFC,,28.23,33.21,32.83,24.84,34.23,24.18,28.64,26.00,
