,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-2.86,-1.45,3.46,24.55,14.65,8.98,3.89,-4.22
DCC_joint,,-2.86,,0.98,5.34,25.82,16.22,10.75,5.23,-1.03
DCC_bivariate_loop,,-1.45,0.98,,4.19,23.26,14.23,9.13,4.47,-1.92
SW_cross_validated,,3.46,5.34,4.19,,17.18,8.89,4.30,1.32,-6.28
SW_15,,24.55,25.82,23.26,17.18,,-8.60,-13.29,-12.04,-27.48
SW_30,,14.65,16.22,14.23,8.89,-8.60,,-4.74,-5.51,-17.61
SW_60,,8.98,10.75,9.13,4.30,-13.29,-4.74,,-1.95,-11.94
SW_120,,3.89,5.23,4.47,1.32,-12.04,-5.51,-1.95,,-5.84
sFC,,-4.22,-1.03,-1.92,-6.28,-27.48,-17.61,-11.94,-5.84,
