,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,0.04,3.30,1.18,3.01,1.78,3.24,8.47,27.67
SVWP,0.04,,3.68,1.39,3.57,2.27,3.87,9.48,35.81
DCC_joint,3.30,3.68,,2.32,0.90,2.37,0.75,4.47,18.33
SW_cross_validated,1.18,1.39,2.32,,1.80,0.36,2.02,7.51,26.83
SW_15,3.01,3.57,0.90,1.80,,1.87,0.21,6.27,27.17
SW_30,1.78,2.27,2.37,0.36,1.87,,2.16,8.42,39.25
SW_60,3.24,3.87,0.75,2.02,0.21,2.16,,6.16,27.59
SW_120,8.47,9.48,4.47,7.51,6.27,8.42,6.16,,13.31
sFC,27.67,35.81,18.33,26.83,27.17,39.25,27.59,13.31,
