,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,-,1.,1.,0.9783,1.,1.,0.0229,0.0315,0.0159
SVWP,-0.7113,-,1.,0.1524,0.4625,0.1554,0.2341,0.3485,0.1803
DCC_joint,-0.2042,0.7649,-,0.0007,0.0471,0.0003,0.0000,0.0000,0.0000
SW_cross_validated,2.4045,3.2722,5.7704,-,1.,1.,0.0000,0.0000,0.0000
SW_15,1.9408,2.7617,3.8008,-0.4689,-,1.,0.0000,0.0000,0.0000
SW_30,2.3798,3.2634,6.231,-0.1388,0.3805,-,0.0000,0.0000,0.0000
SW_60,-4.1251,-3.0767,-10.3609,-13.3986,-9.7801,-14.529,-,1.,1.
SW_120,-3.981,-2.8935,-13.7501,-15.3277,-10.285,-17.3914,0.9491,-,1.
sFC,-4.2905,-3.1958,-14.7837,-16.0091,-10.7841,-18.1579,-0.0206,-1.9811,-
