,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,0.8360,0.5936,0.0682,0.0000,0.0025,0.0504,0.1871,0.0863
SVWP,0.8360,,0.5098,0.1062,0.0000,0.0066,0.0937,0.3015,0.1100
DCC_joint,0.5936,0.5098,,0.0384,0.0000,0.0012,0.0248,0.0932,0.3107
SW_cross_validated,0.0682,0.1062,0.0384,,0.0058,0.4424,0.8388,0.4012,0.0088
SW_15,0.0000,0.0000,0.0000,0.0058,,0.0140,0.0012,0.0001,0.0000
SW_30,0.0025,0.0066,0.0012,0.4424,0.0140,,0.2651,0.0616,0.0001
SW_60,0.0504,0.0937,0.0248,0.8388,0.0012,0.2651,,0.4576,0.0030
SW_120,0.1871,0.3015,0.0932,0.4012,0.0001,0.0616,0.4576,,0.0108
sFC,0.0863,0.1100,0.3107,0.0088,0.0000,0.0001,0.0030,0.0108,
