,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,0.9618,0.7041,0.4892,0.0016,0.0850,0.0229,0.1011,0.7519
SVWP,0.9618,,0.6766,0.5277,0.0019,0.0959,0.0275,0.1216,0.7170
DCC_joint,0.7041,0.6766,,0.3223,0.0014,0.0596,0.0179,0.0715,0.8892
SW_cross_validated,0.4892,0.5277,0.3223,,0.0048,0.2307,0.0819,0.3785,0.2773
SW_15,0.0016,0.0019,0.0014,0.0048,,0.0662,0.0929,0.0088,0.0006
SW_30,0.0850,0.0959,0.0596,0.2307,0.0662,,0.7114,0.4948,0.0377
SW_60,0.0229,0.0275,0.0179,0.0819,0.0929,0.7114,,0.1953,0.0066
SW_120,0.1011,0.1216,0.0715,0.3785,0.0088,0.4948,0.1953,,0.0233
sFC,0.7519,0.7170,0.8892,0.2773,0.0006,0.0377,0.0066,0.0233,
