,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,0.21,-0.54,1.94,6.73,3.51,2.10,1.37,-1.81
SVWP,0.21,,-0.67,1.70,6.06,3.07,1.77,1.06,-1.68
DCC_joint,-0.54,-0.67,,2.23,6.99,3.84,2.45,1.77,-1.04
SW_cross_validated,1.94,1.70,2.23,,3.13,0.79,-0.21,-0.86,-2.94
SW_15,6.73,6.06,6.99,3.13,,-2.72,-3.85,-4.86,-8.48
SW_30,3.51,3.07,3.84,0.79,-2.72,,-1.15,-1.99,-5.00
SW_60,2.10,1.77,2.45,-0.21,-3.85,-1.15,,-0.76,-3.43
SW_120,1.37,1.06,1.77,-0.86,-4.86,-1.99,-0.76,,-2.84
sFC,-1.81,-1.68,-1.04,-2.94,-8.48,-5.00,-3.43,-2.84,
