,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,8.0880e-01,1.5181e-06,1.4293e-02,2.4928e-02,1.0627e-04,4.1981e-14,2.3472e-16,7.5771e-16
SVWP,8.0880e-01,,8.7192e-09,3.0850e-03,4.9977e-03,3.7841e-06,8.2889e-19,3.3733e-21,3.2030e-21
DCC_joint,1.5181e-06,8.7192e-09,,1.8559e-04,2.4682e-05,5.3062e-02,2.3936e-13,9.6846e-17,3.6323e-16
SW_cross_validated,1.4293e-02,3.0850e-03,1.8559e-04,,6.4338e-01,2.4291e-02,3.2263e-14,7.5651e-17,2.4951e-16
SW_15,2.4928e-02,4.9977e-03,2.4682e-05,6.4338e-01,,5.8955e-03,2.1067e-15,5.2927e-18,1.3771e-17
SW_30,1.0627e-04,3.7841e-06,5.3062e-02,2.4291e-02,5.8955e-03,,2.9467e-13,2.9711e-16,1.1735e-15
SW_60,4.1981e-14,8.2889e-19,2.3936e-13,3.2263e-14,2.1067e-15,2.9467e-13,,1.6658e-13,5.2894e-12
SW_120,2.3472e-16,3.3733e-21,9.6846e-17,7.5651e-17,5.2927e-18,2.9711e-16,1.6658e-13,,8.0864e-08
sFC,7.5771e-16,3.2030e-21,3.6323e-16,2.4951e-16,1.3771e-17,1.1735e-15,5.2894e-12,8.0864e-08,
