,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-15.21,-14.44,-5.83,9.99,-7.27,16.20,14.11,7.75
DCC_joint,,-15.21,,1.27,11.34,33.03,9.87,58.38,50.17,50.24
DCC_bivariate_loop,,-14.44,1.27,,10.34,32.06,8.83,56.88,48.82,48.46
SW_cross_validated,,-5.83,11.34,10.34,,19.01,-1.64,30.85,27.08,20.75
SW_15,,9.99,33.03,32.06,19.01,,-21.14,5.58,3.32,-6.17
SW_30,,-7.27,9.87,8.83,-1.64,-21.14,,34.57,30.32,24.38
SW_60,,16.20,58.38,56.88,30.85,5.58,34.57,,-3.14,-26.14
SW_120,,14.11,50.17,48.82,27.08,3.32,30.32,-3.14,,-16.88
sFC,,7.75,50.24,48.46,20.75,-6.17,24.38,-26.14,-16.88,
