,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-5.34,-4.84,44.73,69.75,49.16,40.03,43.98,-19.86
DCC_joint,,-5.34,,0.48,50.43,74.26,53.74,45.23,49.79,-13.48
DCC_bivariate_loop,,-4.84,0.48,,49.82,73.77,53.26,44.69,49.17,-14.00
SW_cross_validated,,44.73,50.43,49.82,,33.42,11.73,-1.77,-1.45,-72.78
SW_15,,69.75,74.26,73.77,33.42,,-19.87,-33.68,-34.90,-90.50
SW_30,,49.16,53.74,53.26,11.73,-19.87,,-12.79,-13.08,-69.23
SW_60,,40.03,45.23,44.69,-1.77,-33.68,-12.79,,0.42,-63.72
SW_120,,43.98,49.79,49.17,-1.45,-34.90,-13.08,0.42,,-72.92
sFC,,-19.86,-13.48,-14.00,-72.78,-90.50,-69.23,-63.72,-72.92,
