,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.52,1.44,0.58,1.00,0.73,1.62,1.41,0.78
DCC_joint,,1.52,,0.13,1.13,3.30,0.99,5.84,5.02,5.02
DCC_bivariate_loop,,1.44,0.13,,1.03,3.21,0.88,5.70,4.89,4.86
SW_cross_validated,,0.58,1.13,1.03,,1.90,0.16,3.09,2.71,2.07
SW_15,,1.00,3.30,3.21,1.90,,2.11,0.56,0.33,0.62
SW_30,,0.73,0.99,0.88,0.16,2.11,,3.46,3.03,2.44
SW_60,,1.62,5.84,5.70,3.09,0.56,3.46,,0.31,2.61
SW_120,,1.41,5.02,4.89,2.71,0.33,3.03,0.31,,1.69
sFC,,0.78,5.02,4.86,2.07,0.62,2.44,2.61,1.69,
