,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
DCC_joint,nan,15.2087,-,1.,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
DCC_bivariate_loop,nan,14.4142,-1.2654,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
SW_cross_validated,nan,5.8256,-11.3369,-10.328,-,0.0000,1.,0.0000,0.0000,0.0000
SW_15,nan,-9.9936,-33.0307,-32.0287,-19.0082,-,0.0000,0.0000,0.0354,0.0000
SW_30,nan,7.2725,-9.8675,-8.8193,1.6404,21.1434,-,0.0000,0.0000,0.0000
SW_60,nan,-16.1964,-58.3818,-56.9286,-30.8536,-5.5826,-34.5702,-,0.0656,0.0000
SW_120,nan,-14.1082,-50.1713,-48.8314,-27.0831,-3.3197,-30.3177,3.1387,-,0.0000
sFC,nan,-7.7524,-50.2424,-48.5711,-20.7495,6.1663,-24.3804,26.1374,16.8838,-
