,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-11.65,-9.31,34.04,63.39,40.09,41.74,34.71,-16.59
DCC_joint,,-11.65,,2.17,41.03,68.39,46.08,49.12,41.29,-1.24
DCC_bivariate_loop,,-9.31,2.17,,39.40,67.15,44.69,47.29,39.77,-3.97
SW_cross_validated,,34.04,41.03,39.40,,33.31,9.25,3.25,2.36,-46.16
SW_15,,63.39,68.39,67.15,33.31,,-23.24,-32.01,-30.41,-72.72
SW_30,,40.09,46.08,44.69,9.25,-23.24,,-6.81,-6.79,-50.19
SW_60,,41.74,49.12,47.29,3.25,-32.01,-6.81,,-0.61,-56.49
SW_120,,34.71,41.29,39.77,2.36,-30.41,-6.79,-0.61,,-45.78
sFC,,-16.59,-1.24,-3.97,-46.16,-72.72,-50.19,-56.49,-45.78,
