,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-12.86,-12.23,-10.25,-5.36,-10.58,-11.77,-8.89,6.30
DCC_joint,,-12.86,,4.85,13.40,40.42,13.22,6.51,22.13,212.87
DCC_bivariate_loop,,-12.23,4.85,,9.94,36.56,9.34,2.53,18.32,195.27
SW_cross_validated,,-10.25,13.40,9.94,,21.39,-1.37,-7.00,6.19,100.23
SW_15,,-5.36,40.42,36.56,21.39,,-24.36,-30.79,-15.99,71.82
SW_30,,-10.58,13.22,9.34,-1.37,-24.36,,-6.09,8.11,118.47
SW_60,,-11.77,6.51,2.53,-7.00,-30.79,-6.09,,14.24,136.58
SW_120,,-8.89,22.13,18.32,6.19,-15.99,8.11,14.24,,99.38
sFC,,6.30,212.87,195.27,100.23,71.82,118.47,136.58,99.38,
