,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.02,1.12,1.75,4.58,2.03,0.77,3.10,12.09
DCC_joint,,1.02,,0.13,1.09,4.31,1.33,0.29,2.59,15.88
DCC_bivariate_loop,,1.12,0.13,,0.99,4.15,1.20,0.41,2.44,15.10
SW_cross_validated,,1.75,1.09,0.99,,2.43,0.00,1.28,0.94,7.68
SW_15,,4.58,4.31,4.15,2.43,,2.78,4.46,1.80,5.06
SW_30,,2.03,1.33,1.20,0.00,2.78,,1.55,1.09,10.08
SW_60,,0.77,0.29,0.41,1.28,4.46,1.55,,2.78,15.39
SW_120,,3.10,2.59,2.44,0.94,1.80,1.09,2.78,,8.70
sFC,,12.09,15.88,15.10,7.68,5.06,10.08,15.39,8.70,
