,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.53,0.48,4.47,6.97,4.92,4.00,4.40,1.99
DCC_joint,,0.53,,0.05,5.04,7.43,5.37,4.52,4.98,1.35
DCC_bivariate_loop,,0.48,0.05,,4.98,7.38,5.33,4.47,4.92,1.40
SW_cross_validated,,4.47,5.04,4.98,,3.34,1.17,0.18,0.14,7.28
SW_15,,6.97,7.43,7.38,3.34,,1.99,3.37,3.49,9.05
SW_30,,4.92,5.37,5.33,1.17,1.99,,1.28,1.31,6.92
SW_60,,4.00,4.52,4.47,0.18,3.37,1.28,,0.04,6.37
SW_120,,4.40,4.98,4.92,0.14,3.49,1.31,0.04,,7.29
sFC,,1.99,1.35,1.40,7.28,9.05,6.92,6.37,7.29,
