,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.5852e-07,1.8308e-06,2.5663e-157,2.9955e-225,3.6719e-171,1.2347e-141,6.9608e-155,1.7502e-61
DCC_joint,,1.5852e-07,,6.3034e-01,5.9335e-175,2.6093e-235,1.5041e-184,6.0834e-159,4.7401e-173,2.3363e-34
DCC_bivariate_loop,,1.8308e-06,6.3034e-01,,3.9598e-173,3.0345e-234,3.4725e-183,3.4274e-157,3.5994e-171,1.7385e-36
SW_cross_validated,,2.5663e-157,5.9335e-175,3.9598e-173,,1.4245e-117,1.6913e-27,7.7902e-02,1.4819e-01,4.5401e-232
SW_15,,2.9955e-225,2.6093e-235,3.0345e-234,1.4245e-117,,1.4929e-61,1.4152e-118,3.7020e-123,1.4119e-267
SW_30,,3.6719e-171,1.5041e-184,3.4725e-183,1.6913e-27,1.4929e-61,,1.3315e-31,9.4274e-33,4.6438e-224
SW_60,,1.2347e-141,6.0834e-159,3.4274e-157,7.7902e-02,1.4152e-118,1.3315e-31,,6.7226e-01,6.6765e-211
SW_120,,6.9608e-155,4.7401e-173,3.5994e-171,1.4819e-01,3.7020e-123,9.4274e-33,6.7226e-01,,2.1518e-232
sFC,,1.7502e-61,2.3363e-34,1.7385e-36,4.5401e-232,1.4119e-267,4.6438e-224,6.6765e-211,2.1518e-232,
