,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,6.7234e-02,7.7690e-02,1.4166e-145,7.4849e-294,1.7711e-224,2.6441e-163,6.7710e-131,5.0750e-12
DCC_joint,,6.7234e-02,,4.4728e-04,1.3696e-150,5.5982e-295,3.8925e-227,7.6415e-168,6.4222e-136,3.2238e-07
DCC_bivariate_loop,,7.7690e-02,4.4728e-04,,1.2773e-134,1.4609e-285,1.1489e-214,5.3403e-152,1.6942e-121,8.0148e-17
SW_cross_validated,,1.4166e-145,1.3696e-150,1.2773e-134,,6.3739e-228,9.7346e-104,8.9768e-05,3.3454e-01,2.1587e-171
SW_15,,7.4849e-294,5.5982e-295,1.4609e-285,6.3739e-228,,2.1753e-152,7.7959e-228,1.1887e-200,5.2651e-307
SW_30,,1.7711e-224,3.8925e-227,1.1489e-214,9.7346e-104,2.1753e-152,,3.2969e-94,5.4349e-81,3.5380e-243
SW_60,,2.6441e-163,7.6415e-168,5.3403e-152,8.9768e-05,7.7959e-228,3.2969e-94,,1.9968e-02,2.3445e-188
SW_120,,6.7710e-131,6.4222e-136,1.6942e-121,3.3454e-01,1.1887e-200,5.4349e-81,1.9968e-02,,6.5827e-155
sFC,,5.0750e-12,3.2238e-07,8.0148e-17,2.1587e-171,5.2651e-307,3.5380e-243,2.3445e-188,6.5827e-155,
