,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.17,0.93,3.40,6.34,4.01,4.18,3.47,1.67
DCC_joint,,1.17,,0.22,4.10,6.84,4.61,4.91,4.13,0.12
DCC_bivariate_loop,,0.93,0.22,,3.94,6.72,4.47,4.73,3.98,0.40
SW_cross_validated,,3.40,4.10,3.94,,3.33,0.93,0.33,0.24,4.62
SW_15,,6.34,6.84,6.72,3.33,,2.32,3.20,3.04,7.27
SW_30,,4.01,4.61,4.47,0.93,2.32,,0.68,0.68,5.02
SW_60,,4.18,4.91,4.73,0.33,3.20,0.68,,0.06,5.65
SW_120,,3.47,4.13,3.98,0.24,3.04,0.68,0.06,,4.58
sFC,,1.67,0.12,0.40,4.62,7.27,5.02,5.65,4.58,
