,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.2723e-31,3.6414e-29,7.8317e-22,1.7982e-07,5.1439e-23,2.0656e-27,3.1914e-17,7.3230e-10
DCC_joint,,1.2723e-31,,1.7711e-06,4.8533e-34,5.6359e-143,2.4256e-33,2.2761e-10,2.5433e-71,0.0000e+00
DCC_bivariate_loop,,3.6414e-29,1.7711e-06,,6.0977e-21,2.7733e-129,6.7587e-19,1.1797e-02,7.8878e-55,0.0000e+00
SW_cross_validated,,7.8317e-22,4.8533e-34,6.0977e-21,,3.9651e-68,1.7187e-01,1.1102e-11,1.5114e-09,1.6841e-284
SW_15,,1.7982e-07,5.6359e-143,2.7733e-129,3.9651e-68,,7.0044e-81,2.2717e-107,8.6503e-45,6.0689e-230
SW_30,,5.1439e-23,2.4256e-33,6.7587e-19,1.7187e-01,7.0044e-81,,2.6075e-09,6.4597e-15,1.8468e-312
SW_60,,2.0656e-27,2.2761e-10,1.1797e-02,1.1102e-11,2.2717e-107,2.6075e-09,,1.7304e-37,0.0000e+00
SW_120,,3.1914e-17,2.5433e-71,7.8878e-55,1.5114e-09,8.6503e-45,6.4597e-15,1.7304e-37,,4.5106e-283
sFC,,7.3230e-10,0.0000e+00,0.0000e+00,1.6841e-284,6.0689e-230,1.8468e-312,0.0000e+00,4.5106e-283,
