,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,3.4761e-27,9.0782e-19,6.2005e-120,4.2784e-210,7.7231e-142,1.7604e-147,1.8724e-122,2.2620e-47
DCC_joint,,3.4761e-27,,3.0959e-02,4.7712e-145,4.0956e-222,1.1892e-161,4.9653e-171,6.1160e-146,2.1551e-01
DCC_bivariate_loop,,9.0782e-19,3.0959e-02,,2.0061e-139,3.3106e-219,3.4114e-157,1.9353e-165,1.0278e-140,8.6234e-05
SW_cross_validated,,6.2005e-120,4.7712e-145,2.0061e-139,,3.8498e-117,1.3458e-18,1.2394e-03,1.8868e-02,6.6757e-162
SW_15,,4.2784e-210,4.0956e-222,3.3106e-219,3.8498e-117,,3.9803e-76,3.9288e-112,7.4252e-106,6.2261e-232
SW_30,,7.7231e-142,1.1892e-161,3.4114e-157,1.3458e-18,3.9803e-76,,3.6646e-11,4.0530e-11,3.0829e-174
SW_60,,1.7604e-147,4.9653e-171,1.9353e-165,1.2394e-03,3.9288e-112,3.6646e-11,,5.4223e-01,3.5714e-192
SW_120,,1.8724e-122,6.1160e-146,1.0278e-140,1.8868e-02,7.4252e-106,4.0530e-11,5.4223e-01,,1.0693e-160
sFC,,2.2620e-47,2.1551e-01,8.6234e-05,6.6757e-162,6.2261e-232,3.0829e-174,3.5714e-192,1.0693e-160,
