,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-1.82,1.78,41.20,106.05,69.43,46.63,37.02,-7.11
DCC_joint,,-1.82,,3.54,42.67,106.74,70.57,48.07,38.40,-5.20
DCC_bivariate_loop,,1.78,3.54,,38.04,100.88,65.25,43.10,34.45,-8.71
SW_cross_validated,,41.20,42.67,38.04,,70.92,29.88,3.96,0.97,-49.24
SW_15,,106.05,106.74,100.88,70.92,,-43.22,-70.88,-59.68,-114.69
SW_30,,69.43,70.57,65.25,29.88,-43.22,,-27.54,-24.38,-77.96
SW_60,,46.63,48.07,43.10,3.96,-70.88,-27.54,,-2.34,-55.10
SW_120,,37.02,38.40,34.45,0.97,-59.68,-24.38,-2.34,,-43.98
sFC,,-7.11,-5.20,-8.71,-49.24,-114.69,-77.96,-55.10,-43.98,
