,0,1,2,3
100206.txt,-16.85876862227233,-16.861899007032218,-16.39005943493781,-17.32964503815602
100610.txt,-16.663312475031663,-17.2869016810836,-16.82921073995392,-15.959302458990162
101006.txt,-16.46813186079015,-17.540455979980155,-17.079602625314745,-16.852670706247128
101107.txt,-15.950825022289404,-15.922012948100855,-17.442885762223117,-16.417298449760903
101309.txt,-17.170719070618908,-17.19689902814492,-16.37171853152624,-16.98542731598585
101915.txt,-15.397666498421444,-15.948421306135549,-17.445172724090806,-16.932604672818535
102008.txt,-16.37170665518039,-15.890888480309634,-16.225479949611017,-16.459919640695915
102109.txt,-15.272824263500842,-14.355708507137242,-15.567132086476482,-16.050423075738877
102311.txt,-15.345897129060862,-16.70730194514821,-15.747105668328832,-15.554776778023394
102513.txt,-16.93848524842717,-17.23239888401466,-18.43318231842001,-18.901820716922835
102614.txt,-17.55745420300089,-17.55478350331529,-18.139683346149887,-17.881383360156896
102715.txt,-17.540582609757255,-17.304962198960407,-18.162814706103052,-17.8764662020791
103010.txt,-16.188875639471494,-16.30589850975077,-16.841330050329134,-17.219948758492453
103111.txt,-17.90569794919369,-18.011288744303346,-18.0110477202975,-18.54423431073825
103212.txt,-16.58751778749054,-16.628828216665344,-17.744420880707814,-17.10404137401317
104012.txt,-17.94586110881713,-17.264507626537856,-17.58293527666539,-17.731953959821453
104416.txt,-16.31908166127192,-15.812242018745968,-16.23603853035391,-16.50256930973161
104820.txt,-15.596183791761113,-16.051176262101055,-16.568969336058558,-14.991073200787701
105014.txt,-17.832881906122385,-16.79342879593993,-16.396149102799136,-17.46287902187093
105620.txt,-17.621200012977592,-17.548966435192224,-17.987663694214532,-17.57791331732199
105923.txt,-17.053814390020666,-17.099909810180005,-16.73112131707705,-15.577570464548383
106016.txt,-16.852999622504278,-16.752820306657217,-17.305870973003557,-17.73573198395244
106521.txt,-18.22481831100697,-18.64966457680096,-18.488996496378288,-16.623351948252488
106824.txt,-17.0166726683969,-17.81298673456665,-17.614637323885077,-17.124712108013973
