,0,1,2,3
100206.txt,-17.93502327960932,-18.259305447734445,-17.08190612204622,-18.2717390827134
100610.txt,-18.210464034337537,-18.0927273728143,-18.18654738267893,-16.916797644095762
101006.txt,-18.04992991148953,-18.518488337799074,-18.22911634739905,-18.32554098875959
101107.txt,-17.22069826924258,-18.241937960884904,-18.11606670847921,-17.813345229968853
101309.txt,-18.416052840737205,-18.181756891009858,-17.943416128584392,-18.310958027832832
101915.txt,-16.877099940805284,-17.415696915494234,-18.527061492975292,-17.52437502820657
102008.txt,-16.93736029736602,-17.107785468729197,-17.901480312995968,-17.880088090086726
102109.txt,-17.128964507187618,-16.36679976919641,-17.78898898631256,-17.92073954113188
102311.txt,-16.629269536317835,-17.579261253449648,-17.72585300769704,-17.54408113657355
102513.txt,-17.93318679282383,-17.907950597071373,-18.68453068173293,-19.03601522401001
102614.txt,-18.65594784022689,-19.004532522649768,-19.184711538447143,-18.7684226386445
102715.txt,-18.915161860754925,-18.6182386146562,-19.256438239324712,-18.82124261419643
103010.txt,-18.324604794333652,-18.500180361939893,-18.42463595680367,-18.006103228902543
103111.txt,-18.444731623765463,-18.648901572113996,-18.892840671785986,-19.079461847614073
103212.txt,-17.32341064160829,-17.79917721340594,-18.92067834692981,-17.9465852301297
104012.txt,-18.78760872792793,-18.542550356377525,-18.680988470532736,-18.73391197976209
104416.txt,-17.711439336556936,-16.727243124281866,-17.807859725975224,-17.511665240394013
104820.txt,-17.674602197610756,-17.243599809536118,-18.660698386714216,-17.314777090727713
105014.txt,-18.831088534752524,-17.167888038051604,-18.074158849572758,-18.680683139631398
105620.txt,-18.799905919495288,-18.642212607998353,-19.09576551655194,-18.763299783842054
105923.txt,-17.82712321345547,-18.231251901240586,-17.49742478065375,-17.567625688916213
106016.txt,-17.904111115255812,-18.27260836622588,-18.505325487240274,-18.616872279459063
106521.txt,-19.41872063874515,-19.23759837323193,-19.362764202722495,-18.370273393051853
106824.txt,-18.161150273551034,-19.368972852199715,-19.031524432402573,-18.786668579469765
107018.txt,-17.216542989985868,-18.899523750728648,-16.699332798345846,-18.754462660712917
107321.txt,-17.977199559513338,-19.065643201525337,-18.769912203337668,-18.072514087229887
107422.txt,-17.963904963352803,-18.164170191857433,-19.162988866280823,-18.1781183766968
107725.txt,-16.310617946643546,-18.25609246767538,-18.450534675619856,-17.346624067114046
108020.txt,-17.73020676118007,-18.79394912613229,-18.67549579002039,-18.215901230483418
108121.txt,-18.846285138937123,-18.649156822105137,-18.548444250345906,-18.557142843669524
