,0,1,2,3
100206.txt,-16.74560585114439,-17.085215633197496,-15.990575546197446,-17.562253486231924
100610.txt,-17.023142279122126,-16.66007142639828,-16.85525528162303,-15.851591464393762
101006.txt,-16.374274734107768,-17.19863056367613,-17.01636207597773,-16.93640967699578
101107.txt,-15.507092594081275,-15.770895505232794,-16.701963371839753,-16.416030763103755
101309.txt,-16.957768789254658,-17.18158613163778,-16.28030171565835,-16.89103926318193
101915.txt,-15.865934594960915,-15.87023036196863,-17.42665630636,-16.731802544661537
102008.txt,-16.003967454081007,-15.575768772873483,-16.192171657688487,-16.522264910548003
102109.txt,-14.94054496543408,-14.352134461368308,-15.51347665588255,-16.181880857520742
102311.txt,-15.184028927052658,-16.320056557886026,-16.446786372277,-15.861902287098953
102513.txt,-16.961890358510445,-16.98531090727047,-18.2986056090081,-18.853022660647284
102614.txt,-17.525056282408308,-17.33499677465599,-17.909191030627376,-17.6055588096306
102715.txt,-17.36075369671065,-17.282671971788094,-18.100837318064837,-17.96329862970293
103010.txt,-16.70515484612744,-16.58532680296614,-16.725464644164177,-16.79527678689724
103111.txt,-17.8078639220384,-17.900508296419222,-17.796900480802627,-18.375029980294833
103212.txt,-16.229221335769356,-16.7072039502656,-18.035359250250853,-17.122859697653713
104012.txt,-17.78199350618556,-17.40412351776921,-17.602929451626707,-17.457357865230016
104416.txt,-16.497255924888353,-15.654886710954276,-16.388420363837348,-16.583394413210844
104820.txt,-16.03488547361671,-15.866921965887256,-16.227751500298353,-15.920052455495782
105014.txt,-17.625450530892863,-16.35127757155297,-16.734706442649347,-17.446181733036475
105620.txt,-17.929536482097543,-17.56058650120075,-18.063646758311037,-17.586465626501855
105923.txt,-16.97189799574364,-17.08537707807018,-16.617057176461294,-15.415180051723224
106016.txt,-16.59533100011967,-16.703266792783744,-17.238920749580405,-17.66410970745794
106521.txt,-18.412039155358425,-18.568492687347504,-18.633260817741498,-16.59767141057935
106824.txt,-16.93175577031617,-18.130322625562258,-17.609237972167275,-17.460500631305397
107018.txt,-16.086931303273268,-17.7907445450481,-14.912124535553755,-17.18291986586449
107321.txt,-17.017369237130758,-18.032527544918423,-16.887786670907463,-16.63384373162883
107422.txt,-16.65639894548633,-16.446383275247392,-17.114632608418056,-16.264621210969306
107725.txt,-15.91332583221252,-16.999718668001353,-17.965750075416725,-16.829110047335863
108020.txt,-16.59673910150881,-17.646347328045966,-16.834118154606696,-16.69533446293703
108121.txt,-18.20928134894258,-17.866687725789586,-17.252177416372692,-17.724028169971927
108222.txt,-16.148142202194418,-16.53595450998345,-17.708478608446114,-17.466071781041478
108323.txt,-15.498534782002698,-16.8997217983022,-17.071650695482987,-15.457800851130335
108525.txt,-16.979382108910883,-17.08565144929422,-16.535307527674693,-17.11241880149654
108828.txt,-15.62603660585885,-16.31583953198792,-15.834884760585073,-14.861752706360749
109123.txt,-17.082331738657174,-16.419200024810696,-17.030343475242688,-17.483676226821828
109325.txt,-17.929033593330807,-17.702479319653563,-18.136624052957238,-17.997363321209832
109830.txt,-17.696895982578127,-18.061707161923675,-18.022776979744098,-18.39660947016428
110007.txt,-17.806374585185118,-18.524596986674524,-17.99936334436093,-16.656829275163915
110613.txt,-15.928668462581372,-14.939500276701091,-15.172323153326161,-15.652493388482723
111211.txt,-17.16366060610334,-17.393097851579363,-18.13176310164484,-17.127936209689015
111413.txt,-17.468813761202448,-17.56565353033968,-17.77953664556499,-18.27611365984775
111716.txt,-16.99548101515427,-16.9926524945688,-17.006750198132774,-16.44870650017184
112112.txt,-15.440570087838848,-15.138074891065875,-15.131856200937264,-15.03117590671178
112314.txt,-17.251034015190527,-17.284868505496362,-16.39131839470158,-16.09602106640456
112516.txt,-16.160071087007005,-17.673332019891458,-17.741487162356115,-17.974257761810332
112920.txt,-17.09823760331974,-15.10544225483611,-16.01746079250561,-16.16030686378372
113316.txt,-16.849806937193122,-17.131394880434804,-16.208312587941148,-15.987068688786897
113922.txt,-16.915467299233022,-17.660016233928673,-16.186031226230284,-16.49852969142276
114217.txt,-15.10308087838693,-15.98137895824428,-17.19688266689643,-16.47107326706669
114318.txt,-16.477183228065257,-17.147400304234008,-17.58381796961591,-16.6584896672286
114419.txt,-16.083274829946205,-16.17649901492862,-17.4853986409757,-17.119653801789692
114621.txt,-16.267415180085983,-16.681373039188024,-16.843475113550735,-18.260592977411342
114823.txt,-17.773375434041345,-17.616013719717078,-17.813590412911594,-17.743203371610125
115017.txt,-16.701368280886648,-17.228369617973126,-16.30278260545932,-16.039152170057154
115219.txt,-16.52124641627953,-16.52120688118792,-16.889467571920232,-15.30528587019618
115724.txt,-17.82630220237788,-17.691167901693127,-18.129725674068656,-16.676446317714646
115825.txt,-16.466688086836186,-16.8301369062304,-15.344118958939237,-15.471779315324293
116524.txt,-17.0939239891206,-17.282233600513702,-17.48476358844936,-17.01560556703691
116726.txt,-17.81144946850374,-17.78347251735492,-18.14719145327373,-18.01262810843488
117021.txt,-17.883971434031576,-17.432706575722463,-17.21344402444701,-17.010470174299094
117930.txt,-16.540126910098138,-18.403250067179094,-17.407804429550882,-16.80176995259985
118023.txt,-15.074734393844558,-16.89847577001048,-14.573926077992853,-15.524785539629693
118124.txt,-18.24551335871519,-18.375054487652008,-18.150711577624605,-17.7951631624746
118225.txt,-17.417331878875906,-17.01267475490306,-17.52348962706927,-17.325228628732578
118528.txt,-15.726283219059933,-16.449260899031135,-16.239083021181415,-16.250031560987498
118831.txt,-16.393171872386965,-16.434346648959927,-16.438281003297003,-16.49608079741538
119025.txt,-18.098095845242486,-17.57600825809405,-17.817498300605628,-17.912209224728862
119126.txt,-16.974414467568273,-17.345905310459077,-17.516273348096227,-17.31482570103218
120414.txt,-14.619222433452135,-15.595765969415428,-16.481612484320863,-15.28997898965113
120515.txt,-18.43675947292782,-18.792241187933982,-18.120009185523493,-18.481440296804575
120717.txt,-15.94535939662968,-16.043491875178383,-17.666599254086144,-17.23195472572702
121416.txt,-16.44066383643213,-16.3434417445854,-17.355654874308456,-17.628044570011745
121618.txt,-17.028815750237968,-17.646058474143253,-17.982237530050032,-18.012058489462586
121921.txt,-16.512813798004405,-16.238395714990293,-16.87760230419403,-15.500051207465136
122317.txt,-15.899249872321512,-17.33423911494975,-17.1289213405805,-16.125776906306484
122620.txt,-17.064512404832357,-17.95469444475509,-17.339127092067187,-17.105669946686472
122822.txt,-17.049920174901583,-17.96188573174747,-17.63221022378624,-17.414155342113343
123420.txt,-16.91748816242693,-17.418088733697815,-16.804883247374587,-16.14411301279332
123521.txt,-16.471349370941617,-16.96673748414468,-17.46670114950557,-17.500290363035713
123723.txt,-17.013520646366285,-16.051953167874956,-17.322364282660008,-16.712503440830048
123824.txt,-15.659985713754832,-15.956180878058534,-16.69076198630969,-15.99215748722101
123925.txt,-16.435898453025413,-16.992963361378013,-15.952755488387679,-16.193985301917103
124220.txt,-16.735550560616574,-16.253533688068437,-17.40908699270365,-17.440995661561665
124624.txt,-16.812180353229206,-15.620163883226978,-16.55985459315615,-16.33649410365936
124826.txt,-17.380183215996997,-17.394373190912347,-17.67339668901065,-17.679668251099223
125222.txt,-16.643421294725698,-17.098818272976857,-18.134669463197568,-17.852879620693116
125424.txt,-15.953065309386993,-15.627785847102016,-16.64857493499397,-16.651668634699067
126426.txt,-18.53043237953126,-18.234539195291404,-18.76850924409969,-18.800532212966996
126628.txt,-16.402021178439398,-15.901619919243952,-15.520992092486019,-15.20340161044421
127226.txt,-16.03453434640313,-16.618306093963366,-17.971150157973938,-16.932022495476698
127327.txt,-16.491933654654726,-17.262785244496655,-17.77913893569837,-17.197793615766678
127630.txt,-16.609959521673783,-17.42892054673894,-18.30019128633723,-16.857592921787777
127731.txt,-16.493996603244266,-17.296891713633062,-15.91075293894479,-16.37452277032833
127832.txt,-15.433400212890389,-14.118173672845092,-15.487719962738074,-14.940187538939183
128026.txt,-17.615221388033124,-18.119243652961938,-17.028504303799156,-16.987750960480383
128127.txt,-16.54980047465619,-15.485924216685916,-15.883054658848359,-16.553473478347843
128935.txt,-17.017076513340964,-17.271541588641774,-16.65027217137286,-16.92638994648171
129129.txt,-16.97794794347861,-16.817357271276485,-17.46631037765962,-17.24511943398971
129331.txt,-16.45471734250472,-16.80229794501364,-15.444496741518,-15.37045011594745
