,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.00,-2.79,-2.69,-2.80,-2.79,-2.82,-2.80,-2.81,-2.81,-2.82,-2.79,-2.78,-2.79,-2.81,-2.79
1,-2.79,0.00,-2.80,-2.82,-2.81,-2.82,-2.81,-2.54,-2.81,-2.75,-2.82,-2.77,-2.81,-2.82,-2.81
2,-2.69,-2.80,0.00,-2.80,-2.76,-2.82,-2.79,-2.82,-2.81,-2.83,-2.74,-2.82,-2.81,-2.82,-2.81
3,-2.80,-2.82,-2.80,0.00,-2.79,-2.83,-2.82,-2.82,-2.82,-2.83,-2.80,-2.81,-2.82,-2.81,-2.80
4,-2.79,-2.81,-2.76,-2.79,0.00,-2.80,-2.74,-2.82,-2.80,-2.82,-2.70,-2.75,-2.78,-2.79,-2.78
5,-2.82,-2.82,-2.82,-2.83,-2.80,0.00,-2.79,-2.82,-2.82,-2.82,-2.82,-2.83,-2.81,-2.82,-2.83
6,-2.80,-2.81,-2.79,-2.82,-2.74,-2.79,0.00,-2.82,-2.82,-2.82,-2.80,-2.78,-2.77,-2.81,-2.82
7,-2.81,-2.54,-2.82,-2.82,-2.82,-2.82,-2.82,0.00,-2.80,-2.81,-2.82,-2.78,-2.81,-2.82,-2.80
8,-2.81,-2.81,-2.81,-2.82,-2.80,-2.82,-2.82,-2.80,0.00,-2.81,-2.79,-2.82,-2.81,-2.81,-2.81
9,-2.82,-2.75,-2.83,-2.83,-2.82,-2.82,-2.82,-2.81,-2.81,0.00,-2.81,-2.80,-2.82,-2.80,-2.81
10,-2.79,-2.82,-2.74,-2.80,-2.70,-2.82,-2.80,-2.82,-2.79,-2.81,0.00,-2.81,-2.80,-2.82,-2.80
11,-2.78,-2.77,-2.82,-2.81,-2.75,-2.83,-2.78,-2.78,-2.82,-2.80,-2.81,0.00,-2.82,-2.80,-2.80
12,-2.79,-2.81,-2.81,-2.82,-2.78,-2.81,-2.77,-2.81,-2.81,-2.82,-2.80,-2.82,0.00,-2.78,-2.80
13,-2.81,-2.82,-2.82,-2.81,-2.79,-2.82,-2.81,-2.82,-2.81,-2.80,-2.82,-2.80,-2.78,0.00,-2.81
14,-2.79,-2.81,-2.81,-2.80,-2.78,-2.83,-2.82,-2.80,-2.81,-2.81,-2.80,-2.80,-2.80,-2.81,0.00
