,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,-,1.,1.,0.6091,1.,1.,1.,1.,1.
SVWP,-0.2491,-,1.,0.9776,1.,1.,1.,1.,1.
DCC_joint,0.2347,0.5804,-,0.0118,0.0002,0.0147,0.0593,0.6538,1.
SW_cross_validated,-2.632,-2.4048,-4.4247,-,1.,1.,1.,1.,0.0239
SW_15,-2.1929,-1.9177,-6.2857,1.3452,-,1.,1.,1.,0.0137
SW_30,-1.7859,-1.5067,-4.323,1.6705,0.8214,-,1.,1.,0.0874
SW_60,-1.6764,-1.4012,-3.6979,1.6554,0.8123,0.1057,-,1.,0.1653
SW_120,-1.3043,-1.0322,-2.5984,1.8677,1.1756,0.565,0.4438,-,0.7307
sFC,0.5917,0.9048,0.6247,4.1064,4.3574,3.5234,3.2354,2.5453,-
