,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,0.11,0.10,1.18,0.98,0.80,0.75,0.58,0.26
SVWP,0.11,,0.26,1.08,0.86,0.67,0.63,0.46,0.40
DCC_joint,0.10,0.26,,1.98,2.81,1.93,1.65,1.16,0.28
SW_cross_validated,1.18,1.08,1.98,,0.60,0.75,0.74,0.84,1.84
SW_15,0.98,0.86,2.81,0.60,,0.37,0.36,0.53,1.95
SW_30,0.80,0.67,1.93,0.75,0.37,,0.05,0.25,1.58
SW_60,0.75,0.63,1.65,0.74,0.36,0.05,,0.20,1.45
SW_120,0.58,0.46,1.16,0.84,0.53,0.25,0.20,,1.14
sFC,0.26,0.40,0.28,1.84,1.95,1.58,1.45,1.14,
