,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.78,0.77,1.06,4.07,1.63,0.12,1.04,26.00
DCC_joint,,0.78,,0.01,0.43,3.84,0.93,0.77,0.73,33.24
DCC_bivariate_loop,,0.77,0.01,,0.44,3.87,0.95,0.76,0.74,33.73
SW_cross_validated,,1.06,0.43,0.44,,2.93,0.23,1.07,0.53,23.95
SW_15,,4.07,3.84,3.87,2.93,,3.72,4.48,0.83,21.78
SW_30,,1.63,0.93,0.95,0.23,3.72,,1.85,0.47,56.68
SW_60,,0.12,0.77,0.76,1.07,4.48,1.85,,1.01,33.40
SW_120,,1.04,0.73,0.74,0.53,0.83,0.47,1.01,,8.14
sFC,,26.00,33.24,33.73,23.95,21.78,56.68,33.40,8.14,
