,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,2.21,3.09,3.03,2.67,3.84,3.65,0.08,0.66
DCC_joint,,2.21,,0.73,0.77,0.41,1.80,1.51,3.46,4.31
DCC_bivariate_loop,,3.09,0.73,,0.11,0.30,1.34,0.99,5.84,7.27
SW_cross_validated,,3.03,0.77,0.11,,0.38,1.16,0.82,5.20,6.33
SW_15,,2.67,0.41,0.30,0.38,,1.49,1.17,4.44,5.46
SW_30,,3.84,1.80,1.34,1.16,1.49,,0.37,6.13,7.15
SW_60,,3.65,1.51,0.99,0.82,1.17,0.37,,6.12,7.26
SW_120,,0.08,3.46,5.84,5.20,4.44,6.13,6.12,,2.06
sFC,,0.66,4.31,7.27,6.33,5.46,7.15,7.26,2.06,
