,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.59,0.24,0.40,1.61,0.17,0.31,0.42,21.67
DCC_joint,,0.59,,0.89,0.13,1.16,0.28,0.91,0.18,23.43
DCC_bivariate_loop,,0.24,0.89,,0.65,1.91,0.37,0.09,0.72,25.01
SW_cross_validated,,0.40,0.13,0.65,,1.17,0.16,0.69,0.03,18.99
SW_15,,1.61,1.16,1.91,1.17,,1.17,1.86,1.32,15.94
SW_30,,0.17,0.28,0.37,0.16,1.17,,0.42,0.15,14.81
SW_60,,0.31,0.91,0.09,0.69,1.86,0.42,,0.74,21.27
SW_120,,0.42,0.18,0.72,0.03,1.32,0.15,0.74,,24.06
sFC,,21.67,23.43,25.01,18.99,15.94,14.81,21.27,24.06,
