,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,7.6145e-17,1.0012e-24,5.5978e-40,1.8660e-36,1.0646e-30,2.8717e-20,8.9808e-01
DCC_bivariate_loop,,,7.6145e-17,,1.7592e-21,5.6226e-40,3.2749e-36,7.7841e-30,1.1829e-18,8.2388e-17
SW_cross_validated,,,1.0012e-24,1.7592e-21,,1.3069e-39,2.4145e-35,8.9534e-28,7.1408e-15,1.0309e-24
SW_15,,,5.5978e-40,5.6226e-40,1.3069e-39,,7.3917e-33,1.5786e-34,4.0950e-28,5.6136e-40
SW_30,,,1.8660e-36,3.2749e-36,2.4145e-35,7.3917e-33,,2.9300e-27,1.4792e-22,1.8759e-36
SW_60,,,1.0646e-30,7.7841e-30,8.9534e-28,1.5786e-34,2.9300e-27,,6.9264e-14,1.0753e-30
SW_120,,,2.8717e-20,1.1829e-18,7.1408e-15,4.0950e-28,1.4792e-22,6.9264e-14,,2.9163e-20
sFC,,,8.9808e-01,8.2388e-17,1.0309e-24,5.6136e-40,1.8759e-36,1.0753e-30,2.9163e-20,
