,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,18.29,63.50,466.42,249.65,133.49,35.78,-0.10
DCC_bivariate_loop,,,18.29,,35.20,400.56,212.51,109.25,28.72,-18.84
SW_cross_validated,,,63.50,35.20,,623.52,258.09,105.20,18.61,-66.61
SW_15,,,466.42,400.56,623.52,,-194.70,-252.07,-96.52,-488.15
SW_30,,,249.65,212.51,258.09,-194.70,,-86.27,-46.09,-258.05
SW_60,,,133.49,109.25,105.20,-252.07,-86.27,,-14.68,-136.82
SW_120,,,35.78,28.72,18.61,-96.52,-46.09,-14.68,,-35.94
sFC,,,-0.10,-18.84,-66.61,-488.15,-258.05,-136.82,-35.94,
