,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,19.12,49.28,307.84,194.75,75.43,22.48,0.05
DCC_bivariate_loop,,,19.12,,40.03,348.65,214.39,69.72,18.36,18.20
SW_cross_validated,,,49.28,40.03,,310.04,178.40,51.82,11.17,47.09
SW_15,,,307.84,348.65,310.04,,115.36,118.64,61.57,297.97
SW_30,,,194.75,214.39,178.40,115.36,,46.36,30.17,188.37
SW_60,,,75.43,69.72,51.82,118.64,46.36,,9.61,74.42
SW_120,,,22.48,18.36,11.17,61.57,30.17,9.61,,22.41
sFC,,,0.05,18.20,47.09,297.97,188.37,74.42,22.41,
