,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.46,0.17,0.99,4.73,3.14,1.64,0.87,0.75
DCC_joint,,0.46,,0.29,1.47,5.27,3.79,2.23,1.32,0.30
DCC_bivariate_loop,,0.17,0.29,,1.16,4.93,3.37,1.85,1.04,0.58
SW_cross_validated,,0.99,1.47,1.16,,3.72,1.94,0.51,0.07,1.75
SW_15,,4.73,5.27,4.93,3.72,,2.22,3.54,3.66,5.55
SW_30,,3.14,3.79,3.37,1.94,2.22,,1.61,1.92,4.15
SW_60,,1.64,2.23,1.85,0.51,3.54,1.61,,0.55,2.57
SW_120,,0.87,1.32,1.04,0.07,3.66,1.92,0.55,,1.58
sFC,,0.75,0.30,0.58,1.75,5.55,4.15,2.57,1.58,
