,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,0.31,3.70,1.86,3.86,3.99,1.22,21.65
DCC_bivariate_loop,,,0.31,,3.96,2.11,4.12,4.28,1.53,20.71
SW_cross_validated,,,3.70,3.96,,1.45,0.09,0.47,2.75,26.22
SW_15,,,1.86,2.11,1.45,,1.55,1.27,0.89,19.98
SW_30,,,3.86,4.12,0.09,1.55,,0.59,2.91,27.32
SW_60,,,3.99,4.28,0.47,1.27,0.59,,2.91,39.76
SW_120,,,1.22,1.53,2.75,0.89,2.91,2.91,,26.72
sFC,,,21.65,20.71,26.22,19.98,27.32,39.76,26.72,
