,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.
DCC_joint,nan,-38.7836,-,1.,0.0000,0.0046,0.0000,0.0000,0.0000,0.
DCC_bivariate_loop,nan,-39.7671,-1.3838,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.
SW_cross_validated,nan,-9.8081,33.5882,34.7239,-,0.0000,0.0074,0.0000,0.0000,0.
SW_15,nan,-34.4951,3.8667,5.1815,-28.6644,-,0.0000,0.0000,0.0000,0.
SW_30,nan,-13.0037,29.6733,30.8336,-3.7473,24.9006,-,1.,0.0000,0.
SW_60,nan,-14.4944,28.2441,29.4218,-5.4226,23.4777,-1.639,-,0.0000,0.
SW_120,nan,-59.2856,-25.0742,-23.5921,-57.0132,-28.0598,-53.1946,-51.9798,-,0.
sFC,nan,-196.1521,-187.9394,-183.351,-236.8315,-182.6098,-229.1048,-229.9509,-137.0985,-
