,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
DCC_joint,nan,9.7417,-,0.0344,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005
DCC_bivariate_loop,nan,6.0129,-3.3279,-,0.0000,0.0000,0.0000,0.0000,0.0000,1.
SW_cross_validated,nan,-6.1846,-14.6088,-11.3064,-,0.0000,0.0000,0.0000,0.0000,0.0000
SW_15,nan,-28.6475,-35.284,-32.4656,-22.4313,-,0.0000,0.0000,0.0000,0.0000
SW_30,nan,-13.3159,-20.6415,-17.7059,-7.3184,14.731,-,1.,1.,0.0000
SW_60,nan,-16.1979,-24.9857,-21.2765,-8.9669,15.2561,-0.6707,-,0.4611,0.0000
SW_120,nan,-11.4979,-18.8824,-15.9513,-5.5727,16.3471,1.6582,2.5003,-,0.0000
sFC,nan,6.6433,-4.3923,-0.3644,12.2649,34.0746,18.8292,23.261,16.978,-
