,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,0.33,1.46,3.53,2.06,2.50,1.89,0.44
DCC_bivariate_loop,,,0.33,,1.13,3.25,1.77,2.13,1.60,0.04
SW_cross_validated,,,1.46,1.13,,2.24,0.73,0.90,0.56,1.23
SW_15,,,3.53,3.25,2.24,,1.47,1.53,1.63,3.41
SW_30,,,2.06,1.77,0.73,1.47,,0.07,0.17,1.88
SW_60,,,2.50,2.13,0.90,1.53,0.07,,0.25,2.33
SW_120,,,1.89,1.60,0.56,1.63,0.17,0.25,,1.70
sFC,,,0.44,0.04,1.23,3.41,1.88,2.33,1.70,
