,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,0.0000,0.0000,0.0333,0.0000,0.0000,0.0000,1.,0.0000
DCC_joint,nan,9.989,-,1.,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
DCC_bivariate_loop,nan,9.7041,-0.6567,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
SW_cross_validated,nan,-3.3373,-21.2889,-20.8949,-,0.0000,0.0000,0.8713,1.,0.0000
SW_15,nan,-31.0791,-95.8953,-95.9475,-43.6781,-,0.0000,0.0000,0.0000,0.0000
SW_30,nan,-15.7567,-56.8399,-56.5708,-18.9275,35.6665,-,0.0000,0.0000,0.0000
SW_60,nan,-5.1064,-32.7998,-32.3672,-2.2625,59.8093,23.3082,-,0.0000,0.0000
SW_120,nan,-1.8526,-19.199,-18.7892,2.1367,47.6173,22.0612,4.9416,-,0.0000
sFC,nan,27.0492,30.7885,31.3676,42.6888,98.3872,71.657,54.3718,41.2661,-
