,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.08,0.14,1.25,4.22,2.65,1.55,1.06,1.45
DCC_joint,,0.08,,0.12,1.89,9.60,5.53,3.08,1.67,2.40
DCC_bivariate_loop,,0.14,0.12,,1.80,9.45,5.40,2.95,1.57,2.48
SW_cross_validated,,1.25,1.89,1.80,,4.25,1.85,0.23,0.29,3.52
SW_15,,4.22,9.60,9.45,4.25,,4.09,6.62,5.05,8.73
SW_30,,2.65,5.53,5.40,1.85,4.09,,2.50,2.39,6.23
SW_60,,1.55,3.08,2.95,0.23,6.62,2.50,,0.63,4.58
SW_120,,1.06,1.67,1.57,0.29,5.05,2.39,0.63,,3.40
sFC,,1.45,2.40,2.48,3.52,8.73,6.23,4.58,3.40,
