,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-3.17,-2.01,1.98,23.12,7.44,-0.09,2.59,23.57
DCC_joint,,-3.17,,2.14,7.19,51.86,18.75,4.89,8.12,50.46
DCC_bivariate_loop,,-2.01,2.14,,5.65,49.40,16.70,3.06,6.58,48.15
SW_cross_validated,,1.98,7.19,5.65,,28.27,6.89,-2.84,0.75,28.55
SW_15,,23.12,51.86,49.40,28.27,,-28.10,-38.20,-27.35,1.65
SW_30,,7.44,18.75,16.70,6.89,-28.10,,-11.63,-6.01,28.14
SW_60,,-0.09,4.89,3.06,-2.84,-38.20,-11.63,,3.68,37.95
SW_120,,2.59,8.12,6.58,0.75,-27.35,-6.01,3.68,,27.66
sFC,,23.57,50.46,48.15,28.55,1.65,28.14,37.95,27.66,
