,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-7.81,-7.14,6.20,36.39,18.92,8.74,3.75,-23.39
DCC_joint,,-7.81,,1.26,19.82,89.13,50.46,29.96,16.78,-26.32
DCC_bivariate_loop,,-7.14,1.26,,19.00,89.18,49.82,29.05,15.91,-27.73
SW_cross_validated,,6.20,19.82,19.00,,41.09,16.37,2.46,-3.26,-39.52
SW_15,,36.39,89.13,89.18,41.09,,-38.17,-56.51,-47.69,-108.34
SW_30,,18.92,50.46,49.82,16.37,-38.17,,-19.37,-21.31,-73.22
SW_60,,8.74,29.96,29.05,2.46,-56.51,-19.37,,-6.57,-53.94
SW_120,,3.75,16.78,15.91,-3.26,-47.69,-21.31,-6.57,,-37.41
sFC,,-23.39,-26.32,-27.73,-39.52,-108.34,-73.22,-53.94,-37.41,
