,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-9.99,-9.70,3.34,31.08,15.76,5.11,1.85,-27.05
DCC_joint,,-9.99,,0.66,21.29,95.90,56.84,32.80,19.20,-30.79
DCC_bivariate_loop,,-9.70,0.66,,20.89,95.95,56.57,32.37,18.79,-31.37
SW_cross_validated,,3.34,21.29,20.89,,43.68,18.93,2.26,-2.14,-42.69
SW_15,,31.08,95.90,95.95,43.68,,-35.67,-59.81,-47.62,-98.39
SW_30,,15.76,56.84,56.57,18.93,-35.67,,-23.31,-22.06,-71.66
SW_60,,5.11,32.80,32.37,2.26,-59.81,-23.31,,-4.94,-54.37
SW_120,,1.85,19.20,18.79,-2.14,-47.62,-22.06,-4.94,,-41.27
sFC,,-27.05,-30.79,-31.37,-42.69,-98.39,-71.66,-54.37,-41.27,
