,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,0.34,2.22,0.20,4.52,1.32,0.17,2.01,0.26
SVWP,0.34,,2.89,0.13,4.53,1.04,0.60,1.80,0.20
DCC_joint,2.22,2.89,,2.56,8.74,4.60,2.69,5.77,4.70
SW_cross_validated,0.20,0.13,2.56,,4.44,1.13,0.42,1.85,0.01
SW_15,4.52,4.53,8.74,4.44,,3.90,5.86,3.27,6.89
SW_30,1.32,1.04,4.60,1.13,3.90,,1.88,0.81,1.82
SW_60,0.17,0.60,2.69,0.42,5.86,1.88,,2.82,0.69
SW_120,2.01,1.80,5.77,1.85,3.27,0.81,2.82,,3.12
sFC,0.26,0.20,4.70,0.01,6.89,1.82,0.69,3.12,
