,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,-,1.,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.
SVWP,1.142,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.
DCC_joint,12.6729,12.3934,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.
SW_cross_validated,-11.9043,-13.6874,-26.6302,-,0.0000,0.0000,0.0000,0.04,0.0000
SW_15,-52.3426,-56.668,-77.0466,-39.1598,-,0.0000,0.0000,0.0000,0.0000
SW_30,-25.3472,-28.5182,-47.7458,-11.5194,32.6349,-,0.0000,0.0000,0.
SW_60,-8.6531,-10.6759,-27.2035,5.144,51.4668,20.207,-,1.,0.
SW_120,-9.9714,-11.9585,-27.4174,3.2848,47.4557,17.1392,-2.0045,-,0.
sFC,-139.6159,-159.123,-257.8642,-117.5965,-68.8196,-136.5104,-177.7596,-155.5164,-
