,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,0.53,2.08,3.55,0.81,2.29,1.57,0.61
DCC_bivariate_loop,,,0.53,,1.55,2.95,0.31,1.68,1.07,0.04
SW_cross_validated,,,2.08,1.55,,1.20,1.20,0.07,0.42,1.61
SW_15,,,3.55,2.95,1.20,,2.50,1.42,1.61,3.12
SW_30,,,0.81,0.31,1.20,2.50,,1.26,0.75,0.29
SW_60,,,2.29,1.68,0.07,1.42,1.26,,0.39,1.78
SW_120,,,1.57,1.07,0.42,1.61,0.75,0.39,,1.10
sFC,,,0.61,0.04,1.61,3.12,0.29,1.78,1.10,
