,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,0.06,0.86,2.63,6.23,4.09,2.69,2.06,1.39
SVWP,0.06,,0.90,2.49,6.02,3.92,2.55,1.97,1.41
DCC_joint,0.86,0.90,,3.98,8.00,5.58,4.03,3.05,0.64
SW_cross_validated,2.63,2.49,3.98,,3.86,1.61,0.08,0.22,4.65
SW_15,6.23,6.02,8.00,3.86,,2.20,3.75,3.57,8.71
SW_30,4.09,3.92,5.58,1.61,2.20,,1.51,1.61,6.25
SW_60,2.69,2.55,4.03,0.08,3.75,1.51,,0.29,4.69
SW_120,2.06,1.97,3.05,0.22,3.57,1.61,0.29,,3.56
sFC,1.39,1.41,0.64,4.65,8.71,6.25,4.69,3.56,
