,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,0.12,2.19,0.75,2.20,0.55,1.39,10.59,14.58
SVWP,0.12,,2.37,0.89,2.36,0.69,1.56,10.97,15.15
DCC_joint,2.19,2.37,,1.40,0.26,1.79,0.87,10.81,17.25
SW_cross_validated,0.75,0.89,1.40,,1.49,0.25,0.60,10.21,14.51
SW_15,2.20,2.36,0.26,1.49,,1.82,1.02,8.68,13.00
SW_30,0.55,0.69,1.79,0.25,1.82,,0.91,11.42,16.54
SW_60,1.39,1.56,0.87,0.60,1.02,0.91,,11.05,16.74
SW_120,10.59,10.97,10.81,10.21,8.68,11.42,11.05,,5.45
sFC,14.58,15.15,17.25,14.51,13.00,16.54,16.74,5.45,
