,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,0.09,1.33,0.53,3.56,1.73,0.45,0.41,16.24
SVWP,0.09,,1.43,0.62,3.67,1.83,0.54,0.50,16.43
DCC_joint,1.33,1.43,,0.71,2.69,0.55,0.95,0.86,19.66
SW_cross_validated,0.53,0.62,0.71,,2.95,1.14,0.13,0.12,15.23
SW_15,3.56,3.67,2.69,2.95,,1.98,3.41,3.12,13.73
SW_30,1.73,1.83,0.55,1.14,1.98,,1.40,1.29,16.28
SW_60,0.45,0.54,0.95,0.13,3.41,1.40,,0.01,18.48
SW_120,0.41,0.50,0.86,0.12,3.12,1.29,0.01,,15.69
sFC,16.24,16.43,19.66,15.23,13.73,16.28,18.48,15.69,
