,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,-,1.,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
SVWP,-0.0502,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
DCC_joint,11.2752,11.239,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
SW_cross_validated,-11.2901,-11.2095,-19.7046,-,0.0000,1.,0.0029,0.0000,0.0000
SW_15,-30.466,-30.3445,-38.1303,-17.772,-,0.0000,0.0000,0.0000,0.0000
SW_30,-9.003,-8.9422,-16.3776,0.9153,17.4547,-,0.1879,0.0000,0.0000
SW_60,-5.9696,-5.9137,-13.7667,3.9856,20.8717,2.8086,-,0.0000,0.0000
SW_120,-16.4995,-16.4177,-23.9249,-5.6533,11.2574,-6.1259,-9.1379,-,0.0000
sFC,6.719,6.7142,-5.9015,16.7129,36.0144,13.5647,10.6995,21.3757,-
