,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,0.01,1.12,1.13,3.05,0.90,0.60,1.65,0.67
SVWP,0.01,,1.12,1.12,3.03,0.89,0.59,1.64,0.67
DCC_joint,1.12,1.12,,1.97,3.81,1.64,1.38,2.39,0.59
SW_cross_validated,1.13,1.12,1.97,,1.78,0.09,0.40,0.57,1.67
SW_15,3.05,3.03,3.81,1.78,,1.75,2.09,1.13,3.60
SW_30,0.90,0.89,1.64,0.09,1.75,,0.28,0.61,1.36
SW_60,0.60,0.59,1.38,0.40,2.09,0.28,,0.91,1.07
SW_120,1.65,1.64,2.39,0.57,1.13,0.61,0.91,,2.14
sFC,0.67,0.67,0.59,1.67,3.60,1.36,1.07,2.14,
