,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,13.69,6.22,4.36,3.16,1.65,5.68,22.43,29.63
DCC_joint,,13.69,,8.46,8.95,13.17,16.04,10.21,4.79,10.40
DCC_bivariate_loop,,6.22,8.46,,1.37,4.16,6.61,1.16,16.91,24.95
SW_cross_validated,,4.36,8.95,1.37,,2.10,3.96,0.46,15.92,22.12
SW_15,,3.16,13.17,4.16,2.10,,2.50,3.36,26.71,40.28
SW_30,,1.65,16.04,6.61,3.96,2.50,,6.19,35.97,61.08
SW_60,,5.68,10.21,1.16,0.46,3.36,6.19,,21.30,32.44
SW_120,,22.43,4.79,16.91,15.92,26.71,35.97,21.30,,11.19
sFC,,29.63,10.40,24.95,22.12,40.28,61.08,32.44,11.19,
