,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.79,-2.40,-0.63,-3.29,-4.72,-3.75,1.99,2.18
DCC_joint,,0.79,,-10.22,-1.73,-14.09,-15.77,-17.73,5.99,8.25
DCC_bivariate_loop,,-2.40,-10.22,,1.63,-2.43,-5.79,-3.91,14.91,16.70
SW_cross_validated,,-0.63,-1.73,1.63,,-2.57,-4.08,-3.05,3.01,3.22
SW_15,,-3.29,-14.09,-2.43,-2.57,,-3.84,-1.36,19.59,22.15
SW_30,,-4.72,-15.77,-5.79,-4.08,-3.84,,2.96,20.03,21.70
SW_60,,-3.75,-17.73,-3.91,-3.05,-1.36,2.96,,24.73,28.98
SW_120,,1.99,5.99,14.91,3.01,19.59,20.03,24.73,,1.39
sFC,,2.18,8.25,16.70,3.22,22.15,21.70,28.98,1.39,
